FDD, ID, Source, Function, Line(s), Status, Comment
ES050A,416,Sa_DigMSB.c,"DigMSB_Init,DigMSB_Per3,DigMSB_Per1","790,791,793,794,1504,1505,1561,1562,1567,1568",I,"The actual function is implemented in SpiNxt component,The actual function is implemented in SpiNxt component,The actual function is implemented in SpiNxt component,The actual function is implemented in SpiNxt component,The actual function is implemented in SpiNxt component,The actual function is implemented in SpiNxt component,The actual function is implemented in SpiNxt component,The actual function is implemented in SpiNxt component,The actual function is implemented in SpiNxt component,The actual function is implemented in SpiNxt component"
ES050A,428,Sa_DigMSB.c,DigMSB_Per2,"958-965,1013-1024",I,""
ES050A,526,Sa_DigMSB.c,"DigMSB_Per2,DigMSB_Per1","1069,1580",I,""
ES050A,422,Sa_DigMSB.c,DigMSB_Per2,1293-1353,I,""
ES050A,529,Sa_DigMSB.c,DigMSB_Per2,1055,I,""
ES050A,587,Sa_DigMSB.c,DigMSB_Per2,1149,I,""
ES050A,584,Sa_DigMSB.c,DigMSB_Per2,1069-1141,I,""
ES050A,585,Sa_DigMSB.c,DigMSB_Per2,1069-1141,I,""
ES050A,582,Sa_DigMSB.c,DigMSB_Per2,1069-1152,I,""
ES050A,580,Sa_DigMSB.c,DigMSB_Per2,1131-1152,I,""
ES050A,588,Sa_DigMSB.c,DigMSB_Per2,"984-1002,1013-1024",I,""
ES050A,589,Sa_DigMSB.c,DigMSB_Per2,1069-1152,I,""
ES050A,389,Sa_DigMSB.c,DigMSB_Per2,958-1002,I,""
ES050A,641,Sa_DigMSB.c,DigMSB_Per2,"1405,1410",I,""
ES050A,640,Sa_DigMSB.c,DigMSB_Per2,"1404,1411",I,""
ES050A,643,Sa_DigMSB.c,DigMSB_Per2,"1226-1241,1412",I,""
ES050A,642,Sa_DigMSB.c,DigMSB_Per1,1656,I,""
ES050A,645,Sa_DigMSB.c,DigMSB_Per1,"1616,1653",I,""
ES050A,644,Sa_DigMSB.c,DigMSB_Per1,1654,I,""
ES050A,647,Sa_DigMSB.c,DigMSB_Per1,1652,I,""
ES050A,646,Sa_DigMSB.c,DigMSB_Init,769-778,I,""
ES050A,510,Sa_DigMSB.c,DigMSB_Per2,1350,I,""
ES050A,648,Sa_DigMSB.c,DigMSB_Per1,"1604-1612,1651",I,""
ES050A,432,Sa_DigMSB.c,DigMSB_Per3,1475-1506,I,"According to FDD faults are determined in 2ms loop; but the reset is done in 100ms loop"
ES050A,430,Sa_DigMSB.c,DigMSB_Per2,"968-981,1013-1024",I,""
ES050A,623,Sa_DigMSB.c,DigMSB_Per2,939,I,""
ES050A,622,Sa_DigMSB.c,DigMSB_Per3,1459-1509,I,""
ES050A,621,Sa_DigMSB.c,DigMSB_Per3,1459-1509,I,""
ES050A,620,Sa_DigMSB.c,"DigMSB_Init,DigMSB_Per2,DigMSB_Per1","764,766,1228,1243,1599,1616",I,""
ES050A,625,Sa_DigMSB.c,DigMSB_Per3,1462,I,""
ES050A,624,Sa_DigMSB.c,"DigMSB_Per2,DigMSB_Per1","940,1554",I,""
ES050A,628,Sa_DigMSB.c,DigMSB_Per2,1332-1353,I,""
ES050A,656,Sa_DigMSB.c,DigMSB_Per2,1004-1011,I,""
ES050A,657,Sa_DigMSB.c,DigMSB_Per2,958-1011,I,""
ES050A,654,Sa_DigMSB.c,DigMSB_Per2,"942,1004-1011",I,""
ES050A,655,Sa_DigMSB.c,DigMSB_Per2,1078-1085,I,""
ES050A,652,Sa_DigMSB.c,DigMSB_Per2,"1246,1247",I,""
ES050A,653,Sa_DigMSB.c,DigMSB_Per1,"1585,1649",I,""
ES050A,650,Sa_DigMSB.c,DigMSB_Per2,"1172,1173",I,""
ES050A,651,Sa_DigMSB.c,DigMSB_Per2,"1069,1074",I,""
ES050A,506,Sa_DigMSB.c,DigMSB_Per2,1293-1319,I,""
ES050A,504,Sa_DigMSB.c,DigMSB_Per2,1293-1330,I,""
ES050A,502,Sa_DigMSB.c,DigMSB_Per2,1332-1353,I,""
ES050A,630,Sa_DigMSB.c,DigMSB_Per2,1309-1330,I,""
ES050A,631,Sa_DigMSB.c,DigMSB_Per2,1261-1280,I,""
ES050A,632,Sa_DigMSB.c,DigMSB_Per2,"1139,1149",I,""
ES050A,633,Sa_DigMSB.c,DigMSB_Per2,"1021,1031",I,""
ES050A,634,Sa_DigMSB.c,DigMSB_Init,769-778,I,""
ES050A,468,Sa_DigMSB.c,DigMSB_Per2,1253-1280,I,""
ES050A,636,Sa_DigMSB.c,DigMSB_Per2,1409,I,""
ES050A,637,Sa_DigMSB.c,DigMSB_Per2,1408,I,""
ES050A,638,Sa_DigMSB.c,DigMSB_Per2,"1382-1400,1415",I,""
ES050A,609,Sa_DigMSB.c,DigMSB_Init,"772,776",I,""
ES050A,466,Sa_DigMSB.c,DigMSB_Per2,1253-1280,I,""
ES050A,464,Sa_DigMSB.c,DigMSB_Per2,"1268,1277",I,""
ES050A,555,Sa_DigMSB.c,DigMSB_Init,"774,776",I,""
ES050A,556,Sa_DigMSB.c,DigMSB_Per2,"954,958-1002,1025-1034",I,""
ES050A,551,Sa_DigMSB.c,DigMSB_Init,772,I,""
ES050A,635,Sa_DigMSB.c,DigMSB_Per2,1357-1377,I,""
ES050A,639,Sa_DigMSB.c,DigMSB_Per2,1413,I,""
ES050A,618,Sa_DigMSB.c,DigMSB_Per1,1560-1563,I,""
ES050A,612,Sa_DigMSB.c,DigMSB_Per2,"1134,1144",P,"Accumulator varies between Zero to the (+)2*Threshold, though according to ISO it should vary between (-)Threshold to (+)Threshold,Accumulator varies between Zero to the (+)2*Threshold, though according to ISO it should vary between (-)Threshold to (+)Threshold"
ES050A,611,Sa_DigMSB.c,"DigMSB_Init,DigMSB_Per2","796,1016,1027",P,"Accumulator varies between Zero to the (+)2*Threshold, though according to ISO it should varies between (-)Threshold to (+)Threshold,Accumulator varies between Zero to the (+)2*Threshold, though according to ISO it should vary between (-)Threshold to (+)Threshold,Accumulator varies between Zero to the (+)2*Threshold, though according to ISO it should vary between (-)Threshold to (+)Threshold"
ES050A,616,Sa_DigMSB.c,DigMSB_Per2,"1199,1209",P,"Accumulator varies between Zero to the (+)2*Threshold, though according to ISO it should varies between (-)Threshold to (+)Threshold,Accumulator varies between Zero to the (+)2*Threshold, though according to ISO it should varies between (-)Threshold to (+)Threshold"
ES050A,617,Sa_DigMSB.c,DigMSB_Per2,"1335,1345",P,"Accumulator varies between Zero to the (+)2*Threshold, though according to ISO it should varies between (-)Threshold to (+)Threshold,Accumulator varies between Zero to the (+)2*Threshold, though according to ISO it should varies between (-)Threshold to (+)Threshold"
ES050A,614,Sa_DigMSB.c,DigMSB_Per2,"1264,1273",P,"Accumulator varies between Zero to the (+)2*Threshold, though according to ISO it should vary between (-)Threshold to (+)Threshold,Accumulator varies between Zero to the (+)2*Threshold, though according to ISO it should vary between (-)Threshold to (+)Threshold"
ES050A,615,Sa_DigMSB.c,DigMSB_Per2,"1312,1322",P,"Accumulator varies between Zero to the (+)2*Threshold, though according to ISO it should varies between (-)Threshold to (+)Threshold,Accumulator varies between Zero to the (+)2*Threshold, though according to ISO it should varies between (-)Threshold to (+)Threshold"
ES050A,488,Sa_DigMSB.c,DigMSB_Per2,1327,I,""
ES050A,484,Sa_DigMSB.c,DigMSB_Per2,1293-1319,I,""
ES050A,482,Sa_DigMSB.c,DigMSB_Per2,1293-1330,I,""
ES050A,480,Sa_DigMSB.c,DigMSB_Per2,1293-1353,I,""
ES050A,472,Sa_DigMSB.c,DigMSB_Per2,1253-1280,I,""
